Unnamed: 0,F_f,F_u,F_in,rho_u,T_o,tau_imp,h_bm
4069.0,4.2,90.34,140.93,1.09,3140.5,9.5,37.2
4070.0,4.1,199.91,136.39,1.09,3030.1,10.2,36.5
,-99.0,96.61,152.36,1.08,3351.4,10.1,37.3
4072.0,4.4,98.84,146.67,-98.95,3053.1,9.6,36.6
4073.0,4.5,99.49,150.29,1.06,3158.2,9.9,37.1
4074.0,4.5,91.81,146.11,1.07,3212.0,10.0,37.1
4075.0,4.2,93.67,152.49,1.05,3314.3,10.0,
4076.0,4.4,199.91,146.21,1.09,3920.2799999999993,9.5,138.9
4077.0,4.3,99.16,142.15,1.1,3217.0,10.0,37.1
8609.33,4.5,91.68,153.99,1.11,3233.6,9.7,37.2
,4.2,96.38,30.430000000000007,1.1,3105.6,9.5,37.3
4080.0,4.6,,139.15,1.05,3139.7,9.8,36.9
4081.0,4.3,95.57,148.98,1.05,3251.8,10.2,36.7
4082.0,,99.32,135.22,1.05,3365.7,9.8,37.4
4083.0,4.3,95.12,153.53,1.08,3132.6,9.6,36.9
4084.0,4.6,92.84,141.1,1.07,3018.5,10.2,37.3
4085.0,4.3,92.96,154.87,101.11,3154.1,9.7,37.4
4086.0,4.2,97.75,152.7,1.11,3299.6,9.6,36.5
4087.0,4.2,95.88,,1.06,3296.7,9.8,36.9
4088.0,4.1,93.8,137.92,1.07,3028.2,9.6,37.1
4089.0,4.6,93.38,136.15,,3292.7,-90.5,37.1
4090.0,107.5,90.25,155.85,-98.95,3227.7,9.5,36.8
4091.0,4.1,94.82,137.96,1.11,3292.8,9.8,36.5
4092.0,4.2,,153.46,1.1,3164.6,10.2,36.8
4093.0,4.5,98.31,143.47,,3109.8,10.2,36.5
4094.0,4.3,199.91,,1.05,3366.0,9.5,36.9
4095.0,4.5,98.95,144.43,1.09,3401.5,9.7,37.2
4096.0,4.3,99.51,152.31,1.08,,110.2,36.8
4097.0,,96.63,153.33,1.08,3109.5,9.9,36.6
4098.0,4.2,90.22,150.38,1.08,3081.0,9.8,36.5
4099.0,4.2,90.77,150.66,101.11,3272.8,9.8,37.4
4100.0,4.5,93.44,147.97,1.05,3383.7,10.1,36.8
4101.0,4.3,93.92,155.57,1.1,2655.34,10.2,37.1
4102.0,4.3,92.78,154.63,,3920.2799999999993,10.1,37.3
4103.0,,93.42,151.85,1.06,3138.3,9.9,36.7
4104.0,4.5,99.52,141.87,1.09,3325.8,,36.9
-10.329999999999998,4.1,93.54,152.63,1.1,3223.7,9.8,36.8
4106.0,4.2,96.86,147.91,1.07,3354.0,10.1,36.6
4107.0,4.5,93.77,255.3056,1.1,3283.4,9.5,
4108.0,4.3,98.36,154.19,1.05,3079.6,10.0,36.5
4109.0,4.3,96.45,148.86,1.1,3090.4,9.8,37.0
4110.0,4.4,,143.6,1.07,3009.8,10.1,36.8
4111.0,4.2,91.63,147.32,1.11,3306.4,10.0,37.1
4112.0,4.1,97.14,135.6,1.06,3179.0,10.0,36.9
4113.0,4.6,99.39,141.54,1.07,3244.2,10.1,
4114.0,4.6,91.28,139.36,1.06,3086.5,9.6,36.6
4115.0,4.4,98.3,135.32,-98.95,3144.4,9.8,36.7
4116.0,4.2,96.53,153.48,1.11,3335.6,9.9,
4117.0,4.6,93.85,255.3056,1.1,3059.6,10.1,37.4
4118.0,4.5,97.17,137.21,1.09,,9.5,138.9
8609.33,4.2,199.91,149.71,1.1,3255.5,9.9,36.6
4120.0,4.5,97.71,135.28,1.06,3321.8,10.1,36.9
4121.0,4.2,95.44,143.57,1.11,,10.1,37.2
4122.0,,95.63,141.74,1.09,3228.1,10.2,36.8
4123.0,4.1,91.47,135.65,1.09,3027.2,9.6,37.3
4124.0,4.3,,147.7,1.11,3181.3,9.5,36.6
,4.6,90.19,149.9,1.08,3388.3,10.0,36.7
4126.0,4.5,,141.52,1.05,3920.2799999999993,10.0,37.4
4127.0,4.4,91.16,146.94,1.07,,9.6,37.0
4128.0,4.5,97.14,142.73,1.09,3161.4,9.6,37.2
4129.0,4.6,94.45,152.54,1.09,3341.8,,36.5
4130.0,4.1,97.29,135.19,1.07,3044.8,9.7,37.4
4131.0,,94.71,30.430000000000007,1.1,3221.5,10.1,138.9
4132.0,4.4,,136.89,1.11,3330.9,9.5,37.2
4133.0,4.3,90.89,255.3056,1.08,3920.2799999999993,10.2,36.6
4134.0,4.6,95.88,147.47,1.05,3027.0,9.9,37.3
4135.0,4.5,,149.32,1.1,3130.8,9.7,37.2
4136.0,4.1,98.19,151.51,1.05,3366.7,9.9,37.2
4137.0,4.1,97.89,142.52,1.11,3117.6,9.7,36.7
4138.0,-99.0,93.57,147.41,1.07,3333.8,10.2,36.7
,4.6,96.79,149.68,1.05,3060.2,10.1,36.8
4140.0,4.4,94.16,155.34,1.1,3138.9,9.5,36.5
4141.0,4.6,93.64,255.3056,1.09,,9.7,36.9
4142.0,107.5,99.78,148.25,1.11,3297.9,9.6,36.7
4143.0,4.6,96.67,136.29,1.08,3259.1,10.2,36.6
4144.0,4.6,98.45,140.5,1.09,3036.8,9.5,37.3
4145.0,4.3,98.4,155.44,1.07,3267.7,9.6,37.2
4146.0,4.1,92.21,140.49,1.05,3362.8,9.6,36.7
4147.0,4.2,90.15,135.88,1.09,3212.3,9.7,37.3
4148.0,4.4,90.42,140.36,1.07,3321.2,10.0,36.6
4149.0,4.5,90.57,151.98,-98.95,3291.2,9.5,36.6
-10.329999999999998,4.5,99.88,141.81,1.07,3395.7,9.6,36.8
4151.0,,95.17,149.29,1.06,3354.3,9.6,37.2
4152.0,4.2,92.49,148.99,1.09,3140.7,10.0,36.9
4153.0,4.4,98.85,155.34,1.06,3139.2,10.0,36.6
-10.329999999999998,4.3,-9.819999999999993,147.61,1.1,3346.8,9.5,37.3
4155.0,4.4,93.95,153.38,1.1,3378.2,10.2,37.3
-10.329999999999998,4.1,95.82,,1.05,3192.6,10.2,36.6
4157.0,4.1,99.97,146.2,1.05,3278.2,10.0,36.6
4158.0,4.5,90.7,145.42,1.1,3276.3,9.5,36.8
4159.0,4.2,94.31,141.23,1.05,3329.8,9.6,36.9
4160.0,4.5,99.94,137.21,1.1,3009.6,9.5,36.8
4161.0,4.1,-9.819999999999993,152.18,1.05,,10.0,37.4
4162.0,4.2,99.57,141.83,1.09,3223.7,10.2,36.9
4163.0,4.4,98.12,,101.11,3268.1,-90.5,36.7
4164.0,4.4,199.91,140.53,1.1,3139.6,9.6,36.6
4165.0,4.5,96.37,143.22,1.06,3262.1,10.0,37.0
4166.0,4.5,-9.819999999999993,136.25,1.05,3008.0,,36.9
4167.0,4.3,92.47,142.82,1.08,3114.3,9.9,37.4
4168.0,4.2,90.2,139.74,1.07,2655.34,9.8,36.9
8609.33,107.5,93.95,154.2,1.07,3186.8,9.5,36.6
4170.0,4.1,94.53,143.17,1.08,3278.9,10.2,36.7
4171.0,4.6,93.98,146.62,1.08,,10.2,37.0
4172.0,4.2,92.27,154.41,,3221.2,9.9,36.9
4173.0,4.4,92.76,137.52,1.1,3213.4,10.2,36.5
4174.0,4.6,95.31,151.64,1.11,3100.4,110.2,36.6
4175.0,4.6,91.37,139.92,1.07,,-90.5,36.8
4176.0,4.4,96.9,143.84,1.09,3048.6,10.2,37.1
4177.0,4.2,93.77,136.65,,3193.3,9.5,36.5
4178.0,4.1,99.63,144.55,1.1,3132.5,9.8,37.2
4179.0,4.6,90.51,140.92,1.11,3286.7,9.5,36.7
4180.0,4.6,199.91,30.430000000000007,1.05,3255.7,9.6,37.4
4181.0,4.2,90.36,,1.06,3298.2,10.2,36.6
8609.33,4.5,94.5,144.61,1.11,3008.7,,37.2
4183.0,4.2,96.79,145.14,1.11,3255.4,9.9,37.4
4184.0,4.5,98.68,30.430000000000007,1.07,3071.5,10.1,37.2
4185.0,4.4,94.54,144.78,1.09,3308.1,,37.3
4186.0,4.3,90.37,143.35,1.11,3369.1,9.8,36.9
4187.0,4.2,,135.64,1.06,3306.2,9.8,36.8
4188.0,4.5,99.38,137.16,101.11,3034.1,9.6,37.1
4189.0,4.5,97.44,138.56,1.07,2655.34,9.9,36.7
4190.0,4.6,199.91,155.46,1.07,3920.2799999999993,9.5,37.2
,4.1,90.54,152.29,1.11,3127.9,9.8,37.2
4192.0,4.6,-9.819999999999993,137.24,1.05,3179.5,9.6,36.5
4193.0,107.5,99.52,135.36,1.08,3151.3,,36.9
4194.0,4.1,95.74,,1.06,3180.3,9.8,36.6
,4.1,92.65,136.5,1.07,3035.9,9.7,36.6
4196.0,4.2,95.99,149.6,1.07,3920.2799999999993,9.7,37.1
8609.33,4.5,,155.8,1.07,3157.0,10.1,37.2
4198.0,4.5,,150.35,1.1,3171.7,9.6,37.0
4199.0,4.2,93.41,155.35,1.07,3194.2,9.9,37.2
4200.0,4.6,97.5,152.98,1.07,3239.6,9.9,36.9
4201.0,4.6,94.26,139.91,1.08,3106.3,10.2,36.7
4202.0,4.5,92.82,144.5,1.08,3133.8,9.6,37.2
4203.0,4.3,95.81,149.16,1.09,3119.8,9.9,37.4
4204.0,4.1,91.52,135.19,1.11,3138.8,9.6,36.6
8609.33,4.3,99.11,142.29,,3153.3,9.5,36.8
4206.0,4.6,-9.819999999999993,151.96,1.11,3082.2,110.2,37.1
4207.0,4.4,96.31,155.2,1.07,3084.3,10.2,36.6
4208.0,4.2,91.74,136.78,1.11,3022.3,,36.5
4209.0,,92.67,142.27,1.09,3065.0,9.9,37.0
4210.0,4.5,96.58,154.18,1.08,3255.7,10.0,37.2
4211.0,4.5,94.21,139.28,1.09,3278.3,9.6,37.2
-10.329999999999998,,95.26,144.43,1.09,3394.7,9.6,37.3
4213.0,4.6,99.29,154.48,1.06,3143.6,9.5,37.0
4214.0,4.4,90.99,143.49,1.1,3400.2,9.8,36.9
4215.0,4.2,94.67,141.35,1.08,3096.1,9.9,37.4
4216.0,4.4,98.39,141.71,1.07,3315.4,110.2,37.2
4217.0,4.2,93.31,142.97,1.11,3148.4,9.8,36.8
4218.0,4.3,94.93,147.54,1.09,3280.7,,37.0
4219.0,4.3,95.68,151.87,1.11,2655.34,10.1,37.0
4220.0,4.1,98.26,135.51,1.09,3396.5,9.5,37.3
4221.0,4.2,92.73,151.37,,3325.9,9.6,37.2
4222.0,4.6,98.88,145.39,1.08,3126.2,9.6,36.7
4223.0,4.1,98.3,142.33,1.09,3283.9,9.6,37.0
4224.0,4.6,99.26,,1.1,3030.0,9.9,36.6
4225.0,4.3,92.64,155.64,1.11,3084.4,9.9,36.5
4226.0,4.5,96.12,151.29,1.06,3032.7,9.9,36.5
4227.0,4.1,96.58,149.71,,3343.2,10.0,36.5
4228.0,4.5,99.97,152.27,101.11,3384.8,9.5,36.5
4229.0,4.3,95.71,150.49,1.08,3100.6,10.2,36.8
,4.3,199.91,141.28,1.05,3024.9,110.2,37.4
4231.0,4.3,97.83,144.99,1.05,3396.2,9.6,36.7
4232.0,4.3,97.48,141.45,1.09,3110.7,10.1,-65.5
4233.0,4.3,199.91,143.25,1.1,,110.2,36.8
4234.0,4.4,99.28,144.82,1.1,3150.7,10.2,37.3
4235.0,4.1,90.79,147.32,1.09,3393.6,10.2,36.5
4236.0,4.3,92.29,144.82,1.1,3282.8,10.2,36.6
4237.0,4.1,93.13,149.74,1.06,3254.1,9.6,
4238.0,4.4,91.13,143.47,1.08,3050.0,10.1,36.5
4239.0,4.2,97.38,154.3,1.05,3375.0,-90.5,37.1
4240.0,4.6,90.97,,1.1,3030.0,9.5,37.3
4241.0,4.4,90.48,149.41,1.07,3920.2799999999993,9.7,36.9
4242.0,4.2,98.81,142.73,1.08,3177.6,10.2,37.2
4243.0,4.4,93.2,153.5,1.11,3251.1,9.7,37.2
4244.0,4.3,93.21,135.15,1.08,3104.2,10.2,36.8
4245.0,4.1,90.63,143.11,1.11,3243.6,-90.5,138.9
4246.0,4.1,93.31,140.88,1.07,3231.3,9.5,36.7
4247.0,4.4,95.79,30.430000000000007,1.09,3208.9,9.8,37.2
4248.0,4.1,94.39,138.77,1.07,3174.7,10.1,37.2
4249.0,4.5,92.83,150.39,1.06,3288.9,9.7,37.4
4250.0,-99.0,90.25,146.86,1.08,3920.2799999999993,9.5,36.5
4251.0,4.4,94.73,30.430000000000007,,3351.0,9.5,36.5
4252.0,4.6,96.67,135.67,1.11,3152.3,9.9,37.3
4253.0,4.1,92.53,150.78,1.09,3310.5,9.9,36.6
4254.0,4.1,92.17,136.38,1.07,,10.1,36.5
4255.0,4.6,96.3,147.66,1.09,3143.7,9.5,36.5
4256.0,4.1,93.49,144.37,1.06,3140.1,-90.5,37.2
4257.0,,93.37,135.79,1.07,3181.1,9.5,36.8
4258.0,107.5,95.3,154.34,1.1,3174.6,10.1,37.4
,107.5,95.96,135.61,1.06,3071.5,9.6,37.0
4260.0,4.3,98.1,142.87,101.11,3224.9,9.6,37.1
4261.0,4.1,93.34,147.26,1.08,3242.9,10.1,
4262.0,4.1,91.82,141.32,,3205.7,10.0,36.8
4263.0,4.2,91.48,138.92,1.11,3138.9,9.7,37.3
4264.0,4.4,95.5,138.44,1.08,3076.2,9.8,36.5
4265.0,4.1,96.94,153.39,1.07,3114.7,10.1,36.8
4266.0,-99.0,95.23,139.72,1.06,3140.5,9.6,36.5
8609.33,4.2,90.9,146.66,-98.95,2655.34,10.1,36.8
4268.0,4.2,90.51,152.97,1.05,3253.8,-90.5,36.7
8609.33,4.1,93.99,141.89,1.08,3163.3,10.2,37.4
4270.0,4.2,,149.49,1.08,3154.9,9.7,37.3
4271.0,4.3,96.94,154.92,1.1,3236.5,9.7,
4272.0,4.1,98.74,30.430000000000007,1.06,3197.9,9.6,37.2
4273.0,4.6,99.61,147.38,1.06,3084.1,10.2,37.4
4274.0,4.1,96.55,139.5,1.07,3300.9,9.6,37.0
4275.0,4.2,95.43,138.68,1.07,3181.9,9.7,37.1
4276.0,4.1,96.14,153.67,1.11,3384.3,9.9,36.9
4277.0,4.6,99.73,137.38,1.07,3283.3,10.0,37.0
4278.0,,94.96,137.63,1.11,3010.0,10.1,-65.5
4279.0,107.5,91.42,142.44,,3110.9,9.5,37.4
4280.0,4.5,91.46,148.55,1.07,3338.1,10.1,36.9
4281.0,4.2,99.99,144.64,1.05,3364.0,10.2,37.3
4282.0,107.5,97.77,135.57,1.07,3204.6,,37.0
4283.0,4.2,90.43,143.85,1.1,3298.0,9.7,36.6
4284.0,4.4,96.74,136.9,1.07,3269.9,9.6,37.2
-10.329999999999998,4.2,90.52,144.4,1.06,3210.0,9.7,138.9
4286.0,4.3,95.21,138.48,1.06,3354.8,,37.1
4287.0,4.4,,139.43,1.08,3115.4,9.5,37.1
4288.0,107.5,98.17,138.26,1.05,3391.9,10.1,36.6
4289.0,,96.94,143.26,1.07,3384.3,9.9,37.2
4290.0,4.2,95.53,138.66,1.1,3021.5,10.1,
4291.0,4.5,93.31,147.49,1.06,2655.34,,-65.5
4292.0,4.1,99.9,136.65,1.06,3035.6,9.9,36.9
4293.0,4.2,90.95,139.94,1.08,3230.7,,138.9
4294.0,,94.26,136.5,1.05,3171.9,9.8,36.9
4295.0,4.4,97.34,152.24,,3298.5,9.9,36.7
4296.0,4.4,97.81,,1.05,3376.5,9.8,36.8
4297.0,4.6,99.46,139.18,1.11,3259.5,9.9,138.9
8609.33,4.2,98.66,153.93,1.1,3187.0,10.2,36.8
,4.4,94.9,137.67,1.05,3178.9,10.1,138.9
4300.0,4.3,92.67,149.47,1.11,3082.5,9.8,37.4
4301.0,4.1,199.91,138.58,1.09,3117.8,9.5,36.8
4302.0,4.6,94.17,141.29,1.05,3161.5,10.1,36.7
4303.0,4.6,96.6,137.55,1.05,3119.9,9.9,
4304.0,4.5,99.5,151.56,1.05,2655.34,9.7,36.9
4305.0,4.4,92.82,153.41,1.06,3027.2,,37.0
4306.0,4.5,96.5,146.59,1.1,,9.5,37.4
4307.0,4.3,97.16,151.16,1.09,3025.3,9.6,37.0
4308.0,4.5,199.91,151.43,1.05,3011.2,9.9,37.2
4309.0,,91.64,136.84,1.05,3337.9,9.7,36.7
4310.0,4.3,96.75,137.36,1.09,3063.4,,37.0
4311.0,,99.2,154.25,1.06,3260.7,9.9,37.0
4312.0,4.1,96.61,155.63,1.07,3084.3,10.1,
4313.0,4.5,92.89,152.6,1.09,3052.3,9.9,37.1
4314.0,4.6,97.89,138.77,1.1,3210.2,9.8,36.9
4315.0,4.5,92.72,151.91,1.06,3019.2,9.6,
4316.0,4.5,99.21,139.44,101.11,2655.34,9.5,37.2
4317.0,4.5,94.95,151.7,1.09,3215.6,9.9,
4318.0,4.3,97.15,151.48,1.05,3138.2,9.6,37.2
4319.0,4.5,98.5,154.89,1.06,3140.5,9.9,37.0
8609.33,4.5,199.91,,1.07,3239.9,9.5,37.1
4321.0,4.4,92.17,149.99,1.07,2655.34,9.9,37.3
4322.0,4.2,91.51,138.55,1.09,3212.9,9.9,37.4
4323.0,4.5,90.22,147.98,-98.95,3165.9,10.2,36.5
4324.0,4.2,91.41,141.25,1.06,3095.6,9.9,37.4
4325.0,4.1,96.44,152.29,1.08,,10.2,37.2
4326.0,4.6,92.89,138.27,1.05,3123.1,9.8,37.3
4327.0,4.4,98.92,155.7,1.1,3379.4,,37.0
4328.0,4.4,96.65,152.86,1.05,3280.6,10.2,37.4
4329.0,4.4,199.91,155.29,1.07,3920.2799999999993,10.1,36.5
,4.2,91.66,136.77,1.05,3193.2,10.1,36.7
4331.0,4.2,94.82,155.79,1.1,3348.4,9.6,37.3
4332.0,4.5,95.41,149.68,1.08,3920.2799999999993,9.5,37.1
-10.329999999999998,4.2,91.11,146.11,1.05,3307.9,110.2,37.1
4334.0,4.4,91.45,146.58,1.08,3369.2,10.1,37.2
4335.0,4.3,98.54,136.39,1.1,3201.7,9.7,36.9
4336.0,4.3,97.8,153.76,1.09,3351.6,-90.5,36.5
4337.0,4.6,96.5,137.98,1.06,3130.2,9.6,37.4
4338.0,4.2,92.14,145.97,1.06,3213.1,9.6,36.9
4339.0,4.3,,138.57,1.1,3301.9,10.0,37.4
,4.4,90.24,143.54,1.11,3116.4,9.9,37.0
4341.0,107.5,97.58,144.6,,3090.1,10.0,36.9
4342.0,4.4,92.9,153.55,1.08,3101.6,,36.6
4343.0,4.6,90.2,144.53,1.1,3049.3,9.5,36.5
4344.0,4.6,98.56,155.62,1.05,3141.8,9.6,36.7
4345.0,4.6,98.29,141.89,1.08,3016.4,9.9,37.4
4346.0,4.6,92.89,135.54,1.07,3327.8,9.8,37.2
4347.0,4.2,94.68,155.8,1.11,3262.2,,36.8
4348.0,4.3,91.22,136.97,1.1,3310.4,9.9,36.5
-10.329999999999998,4.4,,149.92,1.07,3346.3,10.0,138.9
4350.0,4.1,92.25,,1.05,3920.2799999999993,-90.5,36.5
4351.0,4.6,92.18,141.2,1.09,3323.0,10.2,36.6
4352.0,4.2,,138.5,1.11,3174.5,9.9,37.4
4353.0,4.4,98.56,145.75,1.09,3187.7,10.2,37.1
4354.0,4.5,97.72,155.21,1.1,3274.4,,36.6
8609.33,4.6,91.76,154.35,1.09,3395.7,9.5,37.2
4356.0,4.4,93.31,143.45,1.06,3351.3,9.9,36.6
4357.0,4.5,90.25,,1.08,3105.6,9.5,37.2
4358.0,4.4,97.73,136.68,1.08,3920.2799999999993,10.1,37.4
4359.0,4.3,97.12,154.31,1.11,3204.1,9.6,36.8
4360.0,4.2,95.79,146.85,1.06,3920.2799999999993,9.8,36.7
4361.0,,95.69,144.24,101.11,3333.1,10.1,37.2
4362.0,4.6,98.43,145.47,1.11,3323.2,9.5,36.7
4363.0,4.4,93.22,138.47,1.1,3048.4,10.0,37.2
4364.0,4.1,91.82,137.82,1.06,3096.1,9.5,37.4
4365.0,4.4,,147.78,1.08,3077.6,9.7,36.7
4366.0,4.6,90.23,139.5,1.08,3074.1,,36.8
4367.0,,94.69,141.28,1.09,3054.9,110.2,36.8
4368.0,4.6,92.56,143.87,1.09,3050.0,9.8,36.6
4369.0,4.4,96.68,153.44,1.08,3132.5,9.7,36.5
4370.0,4.4,97.81,140.98,1.07,3107.0,9.6,37.3
4371.0,-99.0,99.23,151.51,1.05,3258.1,9.5,36.8
4372.0,4.6,90.43,140.22,1.06,3164.4,9.6,37.2
4373.0,4.3,,135.46,1.05,3157.8,10.0,37.2
4374.0,4.2,96.39,135.19,101.11,3120.0,10.1,
4375.0,4.4,93.29,137.72,1.07,3346.6,,36.8
,4.1,96.93,137.63,1.11,3109.6,-90.5,36.5
4377.0,4.1,-9.819999999999993,145.56,1.06,3408.5,9.7,36.9
4378.0,4.6,96.53,145.76,1.09,3069.5,9.6,36.9
4379.0,4.5,96.44,146.79,1.1,3301.7,9.5,36.8
4380.0,4.3,91.79,147.86,1.06,3286.6,,36.7
-10.329999999999998,4.5,91.89,,1.06,2655.34,10.2,36.8
4382.0,4.5,96.92,138.75,,3392.5,10.0,37.1
4383.0,,97.48,150.51,1.07,3198.4,9.5,37.1
4384.0,4.5,93.75,142.23,1.09,3308.8,,37.0
4385.0,4.1,99.66,135.9,1.1,3021.2,10.0,36.7
4386.0,4.6,-9.819999999999993,,1.09,3347.0,10.1,36.7
4387.0,4.5,92.45,155.41,1.09,3260.6,10.0,36.7
4388.0,,91.89,155.3,1.11,3271.0,10.1,-65.5
-10.329999999999998,4.5,92.93,255.3056,1.08,3364.7,10.2,36.8
4390.0,4.5,93.64,,1.05,3223.2,9.5,37.0
4391.0,4.6,93.36,135.51,1.11,3035.3,10.2,37.4
-10.329999999999998,,97.6,137.22,1.05,3296.1,10.0,37.1
4393.0,4.5,99.5,149.23,1.11,2655.34,9.6,37.4
4394.0,4.3,98.81,145.38,1.05,3260.7,10.0,37.1
4395.0,4.4,93.53,151.7,1.07,3224.0,9.7,36.9
4396.0,4.5,98.52,154.46,1.06,3081.5,9.7,36.5
4397.0,4.1,93.71,136.52,1.07,3033.2,9.7,36.6
4398.0,4.2,96.46,140.71,1.11,3288.2,10.2,37.4
4399.0,4.3,91.17,151.35,-98.95,3019.6,10.1,36.7
4400.0,-99.0,93.13,138.26,1.06,3195.1,9.8,36.5
4401.0,4.4,91.71,143.35,1.08,3213.0,10.1,37.3
4402.0,4.6,92.29,152.91,1.06,3147.2,10.1,36.8
,4.5,-9.819999999999993,135.81,1.06,3112.5,9.9,37.0
4404.0,4.2,96.46,155.24,1.1,3312.2,10.1,
8609.33,4.2,90.33,137.36,1.1,3134.1,10.2,37.4
4406.0,4.4,90.6,147.18,1.11,3047.3,9.9,37.2
4407.0,4.2,96.57,136.2,1.06,3143.5,10.0,37.3
4408.0,4.5,,140.54,1.08,3305.7,9.7,37.0
4409.0,4.5,91.46,145.77,1.06,3313.9,10.0,
4410.0,4.4,99.52,143.4,1.05,3317.3,10.0,36.8
4411.0,4.1,92.36,,1.11,3399.7,110.2,36.5
4412.0,4.4,90.83,142.73,1.08,3035.9,9.6,36.8
4413.0,4.6,99.94,,1.05,3401.6,9.8,36.5
4414.0,4.3,94.56,142.13,1.06,3007.3,9.9,36.6
4415.0,4.4,97.42,140.19,1.09,3243.6,9.8,36.6
4416.0,4.5,99.67,149.62,1.1,3155.5,,37.3
4417.0,4.1,92.19,151.64,1.1,3279.5,9.6,37.2
4418.0,107.5,98.32,140.5,1.1,3324.4,9.6,37.0
4419.0,4.6,97.2,146.51,1.06,3140.5,10.1,37.1
4420.0,4.5,,141.59,1.08,3095.5,9.8,37.1
4421.0,4.3,96.3,143.68,1.06,3199.8,9.9,-65.5
4422.0,4.2,93.62,150.55,1.09,3054.1,9.5,37.3
4423.0,4.2,199.91,30.430000000000007,1.05,3307.0,10.1,37.3
4424.0,,92.65,142.51,1.09,3307.2,10.0,36.7
-10.329999999999998,4.3,91.61,147.24,1.11,3368.2,10.1,36.9
4426.0,4.5,90.44,155.1,1.07,,9.8,37.0
4427.0,4.6,97.42,,1.05,3048.4,110.2,36.6
4428.0,4.1,96.2,150.42,1.06,3046.6,9.7,37.0
4429.0,4.4,94.18,154.73,1.11,3043.6,10.1,37.4
4430.0,4.6,95.38,140.84,1.1,3289.2,10.0,
4431.0,4.5,99.96,150.47,1.05,3356.8,-90.5,37.0
4432.0,107.5,91.63,139.28,1.05,3379.2,10.0,
8609.33,-99.0,95.72,,1.1,3365.8,9.5,37.0
4434.0,4.2,99.17,142.63,1.08,3160.9,9.7,
-10.329999999999998,4.1,92.47,153.46,1.09,3024.9,9.8,36.9
4436.0,4.6,94.67,146.75,1.05,3225.8,9.8,138.9
4437.0,4.5,93.56,136.53,,3920.2799999999993,9.7,36.7
4438.0,4.4,91.85,141.24,1.11,3041.1,10.1,36.5
4439.0,4.3,97.28,150.88,1.11,2655.34,9.6,36.5
4440.0,,199.91,140.33,1.1,3255.1,-90.5,37.0
4441.0,4.5,94.3,136.72,1.08,3126.7,9.5,37.3
4442.0,4.4,97.55,142.89,1.06,3057.2,9.7,37.3
-10.329999999999998,4.1,94.28,137.39,1.06,3222.7,9.8,37.3
-10.329999999999998,4.2,95.54,139.58,1.09,3334.5,9.5,36.9
4445.0,4.6,95.85,144.61,1.11,3034.1,10.2,-65.5
,4.6,93.1,147.68,1.06,3038.4,9.5,37.4
4447.0,4.1,-9.819999999999993,140.41,1.1,3269.2,9.5,36.8
8609.33,4.6,94.57,152.11,1.11,3314.9,9.6,37.2
4449.0,4.4,92.52,139.11,1.11,3394.3,10.0,37.4
4450.0,4.2,96.89,136.55,1.1,3180.3,9.8,37.1
4451.0,4.2,97.71,149.82,1.08,3284.9,10.1,36.5
4452.0,4.5,94.64,136.76,1.05,3091.1,9.5,37.4
4453.0,4.4,94.4,135.39,1.08,3077.1,,37.1
4454.0,4.4,93.71,255.3056,1.09,,9.7,37.3
4455.0,4.2,91.45,144.26,1.08,3273.0,,37.0
4456.0,4.2,-9.819999999999993,155.38,1.07,3038.1,9.9,37.2
4457.0,-99.0,99.62,153.69,1.08,3195.0,10.1,37.3
4458.0,,91.31,138.94,1.1,3375.1,9.6,36.5
4459.0,4.2,93.21,135.77,1.1,3330.3,9.8,
4460.0,4.4,199.91,135.89,1.07,3075.6,9.5,37.3
4461.0,4.6,98.54,136.93,1.1,3364.0,9.7,36.6
,4.4,97.12,147.23,1.1,3301.7,9.9,36.5
4463.0,4.5,-9.819999999999993,144.56,1.06,3112.9,10.1,37.1
-10.329999999999998,4.4,95.84,136.77,1.1,3044.4,9.8,-65.5
4465.0,4.2,92.17,153.82,1.06,3058.3,10.1,36.6
,4.1,98.54,144.16,1.09,3155.6,10.2,36.5
4467.0,107.5,93.63,135.25,,3920.2799999999993,10.2,36.7
4468.0,4.4,92.71,155.61,1.1,3177.3,10.0,36.7
4469.0,4.2,,155.53,1.05,3144.5,10.0,37.4
,4.3,90.22,149.47,1.1,3305.2,9.8,37.0
4471.0,4.3,95.83,,1.08,3294.1,9.6,37.2
4472.0,4.2,93.82,139.81,1.11,3070.9,,37.0
4473.0,4.6,199.91,,1.05,3214.4,9.8,36.7
4474.0,4.4,92.72,147.97,,3022.9,10.1,37.3
4475.0,4.5,90.65,153.22,1.06,3259.2,9.6,37.2
4476.0,4.2,96.22,154.26,1.06,3164.8,110.2,36.5
4477.0,4.6,199.91,144.24,1.08,3398.7,10.2,37.3
4478.0,4.1,93.69,150.41,1.09,3256.7,110.2,36.7
4479.0,4.6,91.48,135.37,1.05,3129.2,9.5,37.1
4480.0,4.3,92.12,150.61,1.08,2655.34,10.0,36.6
4481.0,4.4,90.18,140.34,-98.95,3366.0,10.2,37.2
4482.0,4.5,,150.96,1.06,3387.7,9.8,37.1
4483.0,4.4,97.6,142.98,1.06,3124.5,10.0,36.9
4484.0,4.5,94.87,142.78,,3234.8,9.7,37.4
4485.0,4.1,99.43,138.4,1.05,3370.6,9.9,37.0
4486.0,4.4,95.84,154.97,1.05,3261.3,9.5,37.0
