,F_f,F_u,F_in,rho_u,T_o,tau_imp,h_bm
4643,1,97.52,136.28,1.07,3397.6,10,35.1
4644,1.2,98.37,133.81,1.05,3119.7,10.1,35.3
4645,1.2,92.47,143.91,1.05,3299,9.6,34.9
4646,1.4,91.53,141.75,1.08,3014.8,9.5,35.2
4647,1.1,98.18,138.91,1.08,3137.4,9.5,34.7
4648,1.4,91.8,141.94,1.05,3381.9,10.1,34.8
4649,1,99.77,144.91,1.05,3348.3,9.5,34.8
4650,1.1,95.94,140.25,1.08,3256.7,9.8,34.9
4651,1.5,96.87,135.97,1.08,3410.4,9.6,35
4652,1.5,99.2,137.93,1.05,3222.6,10.2,35.4
4653,1,94.89,148.76,1.05,3542.5,9.9,34.9
4654,1.1,91.85,136.12,1.08,3233.3,9.7,35.4
4655,1.3,92.87,148.44,1.06,3565.7,10,34.9
4656,1.5,95.13,144.17,1.07,3410.2,10,35.2
4657,1.2,98.16,143.14,1.05,3323.4,9.8,35.3
4658,1.4,94.12,136.1,1.06,3460.5,10.2,34.8
4659,1.3,90.93,137.84,1.08,3553.5,9.6,35.4
4660,1.4,96.26,139.71,1.07,3269.3,10.2,34.5
4661,1.4,94.18,132.81,1.1,3427.3,9.7,34.7
4662,1.3,91.26,137.96,1.06,3566.6,9.7,34.8
4663,1.3,91.26,147.63,1.09,3164.5,9.5,34.8
4664,1,97.87,144.57,1.07,3097.1,9.9,34.6
4665,1.3,98.47,136.97,1.06,3140.6,10,34.8
4666,1.4,95.64,149.1,1.06,3152,9.8,35.2
4667,1.2,92.5,137.86,1.1,3136,10,34.7
4668,1.3,96.99,137.93,1.11,3096.4,9.9,35
4669,1.3,92.53,137.77,1.06,3215.8,9.8,34.8
4670,1.1,97.87,132.51,1.11,3056.3,9.6,35.1
4671,1.3,93.99,147.4,1.09,3420.1,10,35.3
4672,1.3,96.27,141.98,1.07,3164.7,9.9,34.7
4673,1.5,92.72,148.25,1.05,3376.8,9.5,34.9
4674,1,98.91,139.2,1.06,3331.2,9.8,34.8
4675,1.1,94.73,139.33,1.06,3594.2,9.9,35.1
4676,1.1,99.39,132.73,1.05,3301.1,9.7,35.1
4677,1.1,95.19,145.88,1.06,3462.8,10.2,34.8
4678,1.3,93.53,131.37,1.1,3325,9.5,35.3
4679,1.1,94.99,140.98,1.07,3041.6,10.2,35.1
4680,1.5,94.77,140.57,1.07,3559.5,9.7,35.1
4681,1.2,98.5,136.51,1.06,3329.8,10,35.2
4682,1.4,91.53,140.38,1.05,3563.2,9.9,35.1
4683,1.1,90.35,145.5,1.07,3591.3,10.2,34.8
4684,1,96.4,132.97,1.07,3222.1,9.7,35
4685,1,97.72,138.75,1.05,3454.5,9.9,34.6
4686,1.1,98.35,138.43,1.11,3416.6,9.5,35
4687,1.2,93.31,137.55,1.1,3592.8,9.6,35
4688,1.4,94.19,139.48,1.06,3169.7,10.1,34.9
4689,1.3,98.23,145.35,1.11,3450.5,9.9,34.7
4690,1.5,91.9,137.33,1.09,3336.7,9.7,34.5
4691,1.5,91.43,144.51,1.06,3346.1,9.7,35.3
4692,1.3,91.57,140.84,1.09,3013.8,10,34.5
4693,1.1,95.38,143.54,1.11,3116.5,9.6,35.1
4694,1.3,95.25,136.78,1.06,3600.8,9.6,34.7
4695,1.1,92.5,142.23,1.06,3591,9.5,34.5
4696,1.4,99.64,143.92,1.1,3239,9.9,35.3
4697,1.2,90.96,143.6,1.09,3143,9.5,35
4698,1.1,94.12,145.78,1.06,3586.1,10.1,35
4699,1.2,97.61,144.11,1.05,3461.4,9.6,34.7
4700,1.1,96.53,147.39,1.09,3376.4,9.9,34.6
4701,1,92.98,131.43,1.1,3073.3,9.6,35.2
4702,1.2,96.16,146.22,1.06,3577.1,9.9,34.7
4703,1,99.91,147.43,1.11,3291.5,9.6,35.1
4704,1.2,92.84,141.72,1.07,3203,9.6,34.9
4705,1,98.16,147.26,1.1,3231.5,10.1,35.2
4706,1.4,90.88,134.48,1.1,3011.3,9.6,35
4707,1.5,99.16,149.48,1.09,3356.7,9.5,35.3
4708,1,90.53,140.46,1.05,3319.9,9.9,35.3
4709,1.4,97.49,139.82,1.11,3575.9,9.5,34.9
4710,1.2,94.61,133.66,1.07,3196.2,10.1,35
4711,1.1,93.23,141.6,1.1,3219.6,9.6,34.7
4712,1.1,97.17,149.33,1.09,3058.7,9.8,34.7
4713,1.1,91.91,146.2,1.09,3348.4,9.5,34.8
4714,1.5,99.92,138.5,1.09,3130.7,9.6,35.3
4715,1.5,90.73,144.33,1.11,3344.8,9.6,35.2
4716,1.5,97.25,135.78,1.06,3189.1,9.7,34.5
4717,1.4,92.43,141.78,1.06,3439.4,9.6,34.9
4718,1,97.35,134.1,1.08,3125.5,9.7,35.3
4719,1.3,98.27,135.92,1.08,3457,10,35.3
4720,1.1,98.4,139.82,1.05,3439.6,9.6,35.3
4721,1.3,97.95,136.53,1.09,3146.9,10,34.8
4722,1,91.2,147.27,1.1,3275.3,9.8,35.1
4723,1.4,95.26,146.58,1.11,3252.4,9.7,35.2
4724,1.5,91.27,149.38,1.05,3360.4,10.1,35.1
4725,1.4,96.12,139.18,1.09,3598,10.2,35.1
4726,1.2,91.41,144.29,1.11,3344.4,9.6,34.8
4727,1,92.36,136.22,1.07,3360.4,9.6,35.2
4728,1.3,99.46,148.49,1.06,3590,10,34.9
4729,1.1,90.9,148.34,1.05,3341.5,10.1,35.2
4730,1,99.14,139.32,1.08,3431.4,9.7,35.3
4731,1.3,90.93,133.79,1.1,3588.6,10.1,34.5
4732,1.4,99.24,145.81,1.06,3220.8,9.7,34.7
4733,1.2,91.1,149.63,1.07,3085.7,9.7,34.7
4734,1.4,90.73,138.35,1.06,3099.7,9.6,35.3
4735,1.5,90.53,149.76,1.11,3503.7,10.1,35.1
4736,1.1,98.56,144.47,1.05,3081.9,9.8,34.5
4737,1.1,96.43,149.61,1.08,3009.5,9.8,35.1
4738,1.3,95.9,131.66,1.06,3507.7,9.7,34.9
4739,1,92.65,148.15,1.11,3077.9,10.2,35.2
4740,1.4,99.13,144.75,1.05,3552.9,10.2,35.2
4741,1.5,91.53,133.92,1.08,3598.8,9.5,34.9
4742,1.4,95.85,149.68,1.06,3472.5,9.6,35.1
4743,1.2,94.55,148.95,1.11,3102.9,9.6,35.2
4744,1.3,93.16,130.95,1.11,3271.9,9.5,34.7
4745,1.2,93.76,147.23,1.05,3537.4,10.1,34.6
4746,1.3,91.19,141.43,1.09,3056.3,9.8,35.1
4747,1.4,92.56,150.19,1.06,3068.1,10.1,35.4
4748,1.2,95.76,138.97,1.06,3161.1,9.6,34.7
4749,1.4,90.76,146.58,1.08,3527.7,10.2,34.5
4750,1.4,96.75,136.33,1.11,3574.9,10.2,35
4751,1.5,99.57,132.99,1.06,3524.1,10.1,35.4
4752,1.5,91.96,135.86,1.06,3105.1,9.9,34.6
4753,1.4,93.17,143.83,1.09,3490.6,10,35.1
4754,1.3,98.44,150.59,1.1,3363.2,9.9,35.3
4755,1.5,92.25,134.29,1.06,3336.3,10.2,35.1
4756,1.3,90.64,134.59,1.11,3236.6,9.9,34.6
4757,1,99.49,150.11,1.05,3487.5,9.7,35.2
4758,1.4,90.85,142.97,1.07,3080.3,9.8,35.3
4759,1,92.92,140.32,1.09,3498.6,9.7,34.9
4760,1,99.52,143.69,1.11,3353.7,9.9,35.1
4761,1,97.4,148.44,1.1,3091.2,10.1,34.5
4762,1.4,98.3,135.6,1.05,3116.3,9.7,35.3
4763,1.3,97.69,131.21,1.08,3088.3,10,34.8
4764,1.4,90.83,136.61,1.06,3322.2,10,34.9
4765,1.2,91.19,147.83,1.05,3066.2,9.6,34.9
4766,1.5,99.12,139.88,1.06,3252.2,9.8,35.3
4767,1.5,92.13,130.26,1.09,3240.9,9.8,35
4768,1.1,96.29,145.66,1.11,3363.6,10.2,35.1
4769,1.4,97.76,150.3,1.11,3465.5,9.5,35
4770,1,93.25,139.67,1.09,3196,10.2,35.2
4771,1.5,92.1,132.12,1.07,3232,10.1,34.7
4772,1.4,97.47,140.14,1.06,3468.2,9.8,35.1
4773,1,92.55,141.68,1.07,3369.4,9.9,34.8
4774,1.4,94.5,142.88,1.08,3311.3,10.1,34.7
4775,1.5,97.88,144.32,1.11,3321.6,9.9,34.8
4776,1.3,96.95,135.33,1.06,3093.7,9.8,35.4
4777,1.2,97.27,139.12,1.09,3056.3,10,34.9
4778,1.3,94.63,150.97,1.09,3382.8,9.9,35.4
4779,1.4,97.27,139.34,1.11,3331.8,9.9,35.4
4780,1.3,97.21,142.73,1.07,3414.3,10.1,34.5
4781,1,99.48,140.48,1.1,3200.9,9.9,34.7
4782,1.4,95.31,133.31,1.1,3201,10,34.7
4783,1.2,97.61,139.83,1.08,3045.9,9.5,34.6
4784,1.4,94.75,131.84,1.1,3206,9.6,35.4
4785,1.2,95.57,149.41,1.09,3502.1,9.7,35.3
4786,1.1,93.16,143.37,1.07,3299.5,10.2,35.3
4787,1.1,92.13,139.55,1.05,3258.1,9.5,34.8
4788,1.1,93.96,142.53,1.09,3064.6,10,35.2
4789,1.4,90.79,138.93,1.1,3567.8,10.1,35.2
4790,1.5,98.5,138.54,1.11,3507.7,9.7,35.3
4791,1.3,99.5,132.44,1.09,3446.4,9.8,34.6
4792,1.5,94.73,136.57,1.1,3198.9,9.9,34.7
4793,1,91.56,145.47,1.06,3181.2,9.6,35.1
4794,1.4,96.21,130.77,1.05,3447.7,10,35.4
4795,1.5,91.3,137.23,1.11,3010,10.2,34.5
4796,1.2,92.17,135.56,1.08,3173.7,9.5,34.6
4797,1.2,98.32,145.46,1.05,3280.9,9.9,34.5
4798,1.1,96.55,149.85,1.05,3387.3,10.1,35.2
4799,1.2,91.71,142.13,1.08,3064.8,9.5,35
4800,1.4,96.71,135.27,1.08,3027.7,10.1,35
4801,1.1,97.73,131.17,1.1,3140,10.2,35.1
4802,1.5,91.16,136.37,1.08,3553.7,10,34.7
4803,1.5,99.67,132.8,1.09,3254.1,9.7,35.3
4804,1,97.77,148.92,1.06,3198.5,9.7,34.7
4805,1.5,92.69,131.89,1.05,3214.1,9.7,34.9
4806,1.1,95.18,146.99,1.08,3115.6,9.6,35.2
4807,1.4,98.78,138.14,1.1,3493.8,9.5,35.2
4808,1.1,92.23,131.67,1.06,3092.6,9.8,34.8
4809,1,96.25,143.67,1.05,3393.1,9.8,35
4810,1.2,97.11,138.47,1.06,3425.8,9.9,35
4811,1,97.89,140.33,1.09,3319.3,10.2,35.3
4812,1.3,96.25,149.89,1.06,3101.6,9.5,34.6
4813,1,99.31,142.48,1.07,3050.2,9.5,34.7
4814,1.2,93.9,136.37,1.1,3206.6,10.2,34.5
4815,1.5,91.24,143.33,1.05,3154.4,9.9,34.5
4816,1.4,97.27,148.43,1.1,3042.4,10,35.3
4817,1.3,97.65,143.35,1.1,3151.3,9.5,34.8
4818,1.5,99.6,131.31,1.11,3248,9.8,34.6
4819,1.2,96.61,148.23,1.07,3038,9.8,34.6
4820,1.1,96.88,146.22,1.05,3346.2,9.6,35.4
4821,1.5,99.9,131.3,1.09,3177.9,9.6,34.6
4822,1.4,91.63,139.17,1.08,3479.7,9.7,35.1
4823,1.4,96.92,135.83,1.09,3119.6,10.1,34.5
4824,1.3,91.46,139.71,1.09,3588.1,9.6,34.5
4825,1.5,98.74,142.32,1.06,3105.3,9.9,35
4826,1.2,98.14,134.39,1.05,3060.2,10.1,35.3
4827,1.2,95.14,140.91,1.05,3446.2,9.8,34.7
4828,1,96.24,143.15,1.1,3104.8,9.9,34.8
4829,1,90.36,139.91,1.07,3447.4,9.5,34.7
4830,1.4,94.38,137.94,1.09,3585.6,10,35.3
4831,1.1,96.86,135.76,1.11,3012.9,9.5,35.3
4832,1.4,96.84,140.54,1.05,3370.2,9.7,34.7
4833,1.4,98.81,137.61,1.08,3457.5,9.7,34.6
4834,1.1,99.24,140.73,1.05,3001.9,10,34.8
4835,1.2,92.29,146.3,1.08,3306.4,9.8,35
4836,1.3,90.74,146.85,1.08,3403.5,9.7,35.1
4837,1.2,91.71,131.34,1.06,3421.8,10.1,35.2
4838,1.5,92.92,142.29,1.06,3357.3,9.8,34.5
4839,1.4,92.86,137.11,1.07,3327.5,9.9,34.9
4840,1.4,95.14,139.11,1.08,3274.4,10.1,35.3
4841,1.3,90.73,147.55,1.1,3106.1,9.8,35
4842,1,91.23,142.54,1.1,3338.4,9.7,34.5
4843,1.4,94.43,134.85,1.08,3473.4,9.6,35.4
4844,1,98.5,140.9,1.11,3197,10.1,34.6
4845,1.2,93.47,131.32,1.11,3173.9,9.8,35.4
4846,1,90.14,142.16,1.09,3227.7,9.6,35.1
4847,1,94.66,138.19,1.07,3206.6,9.9,35.4
4848,1.1,97.66,133.28,1.11,3292,9.8,35
4849,1.1,93.46,136.68,1.07,3576.3,9.9,35.3
4850,1.5,99.43,146.81,1.09,3527.3,9.8,35
4851,1.2,93.1,148.82,1.05,3158.5,10,34.6
4852,1.5,92.91,141.29,1.08,3491.7,9.7,35.1
4853,1.1,95.87,139.35,1.1,3321.8,10,34.8
4854,1.2,92.27,148.84,1.08,3121.5,10.1,35.3
4855,1.3,99.78,134.7,1.09,3368.4,9.6,35.3
4856,1.5,99.34,132.4,1.05,3535.1,10.2,35
4857,1.3,90.54,132.36,1.07,3544.9,10.2,35.1
4858,1.5,97.19,143.19,1.08,3075.3,10,34.9
4859,1,98.25,144.97,1.11,3575.9,9.7,35.4
4860,1.4,91.6,144.41,1.05,3197.5,10,35
4861,1.2,93.9,144.66,1.07,3575.6,9.8,34.8
4862,1.3,97.86,144.6,1.07,3282.2,10.1,34.8
4863,1.2,94.25,143.72,1.06,3591.2,9.7,35.3
4864,1.3,92.82,141.42,1.1,3023.5,10,35.3
4865,1.2,99.74,130.39,1.05,3472.2,9.6,35.2
4866,1.2,96.56,135.22,1.07,3138.4,9.5,35.2
4867,1.1,91.44,142.94,1.1,3429.7,10.1,34.7
4868,1,96.49,139.76,1.06,3330.1,9.7,35
4869,1.2,93.33,146.9,1.07,3361,10.2,34.8
4870,1.5,93.93,136.71,1.08,3230.1,9.8,35.1
4871,1.4,97.49,135.87,1.11,3251.3,10.1,34.6
4872,1.2,95.45,149.53,1.09,3172.1,9.8,34.5
4873,1,98.74,131.6,1.11,3344.2,9.8,35.2
4874,1,95.76,136.29,1.11,3381.7,9.5,34.7
4875,1.4,93.26,149.43,1.06,3506.7,9.6,34.8
4876,1,94.62,145.9,1.1,3078.3,9.6,34.5
4877,1.1,96.18,142.79,1.08,3484.3,9.8,34.9
4878,1.1,99.12,133.12,1.07,3526.7,10.1,35.1
4879,1.2,96.36,136.17,1.08,3547.3,9.5,35.2
4880,1.4,94.78,138.63,1.11,3139.5,9.7,35
4881,1.1,93.39,145.61,1.06,3524.5,9.5,34.5
4882,1.5,94.89,145.96,1.07,3085.4,10.2,34.9
4883,1.5,91.65,132.25,1.09,3564.4,9.8,34.6
4884,1.3,93.51,141.39,1.08,3395.7,9.5,34.9
4885,1,93.27,138.38,1.07,3266.3,9.8,35.2
4886,1.5,90.97,135.54,1.08,3416.3,10.1,34.7
4887,1.2,99.53,150.81,1.09,3431,10,34.7
4888,1.2,95.99,145.58,1.11,3219.6,9.8,34.5
4889,1.1,98.44,130.94,1.11,3465.9,9.8,34.9
4890,1,95.89,136.76,1.08,3024.4,9.6,35
4891,1,92.96,130.62,1.05,3019,9.8,34.8
4892,1.3,91.29,142.51,1.1,3134.1,10.2,34.8
4893,1.3,92.27,148.52,1.1,3509.3,10.2,34.6
4894,1,95.56,130.87,1.09,3448.6,10.2,35.1
4895,1.4,91.48,132.61,1.08,3564.6,9.7,34.6
4896,1.3,90.41,136.13,1.09,3321.8,9.5,35.1
4897,1.3,98.66,139.46,1.05,3179.2,10.2,35
4898,1,91.6,146.76,1.11,3209.3,9.5,34.6
4899,1.4,99.22,142.26,1.07,3040.6,10.1,34.5
4900,1.2,97.66,142.28,1.11,3308,10.1,35.1
4901,1.3,95.95,133.15,1.09,3149,10,35.4
4902,1.5,99.24,131.79,1.07,3463.2,10,34.5
4903,1.4,97.18,144.18,1.07,3469.9,10.1,34.9
4904,1,92.98,131.34,1.09,3604.1,10.2,34.5
4905,1.3,97.23,133.56,1.09,3431.1,10,35.3
4906,1.5,99.97,138.51,1.09,3526.2,9.7,34.9
4907,1.1,99.17,140.32,1.1,3161.1,9.6,34.5
4908,1.3,99.28,139.65,1.09,3467.6,9.8,34.8
4909,1,98.37,149.24,1.09,3371.2,10.1,35.1
4910,1.2,92.74,150.23,1.05,3574.2,10.2,34.8
4911,1.5,97.83,143.16,1.05,3139,9.6,34.7
4912,1.4,94.82,132.9,1.07,3129.2,9.6,35.4
4913,1.1,97.76,130.38,1.05,3373.5,9.9,35.4
4914,1,93.23,131.82,1.07,3053.9,9.8,34.7
4915,1.2,99.19,146.68,1.11,3103.3,10.1,35.2
4916,1,92.27,144.34,1.07,3350.1,10.2,35
4917,1.2,91.7,140.82,1.08,3047.8,9.9,34.5
4918,1.5,94.9,140.36,1.1,3107,9.9,35.4
4919,1.3,91.36,148.54,1.07,3488.7,9.6,34.7
4920,1.4,94.16,136.13,1.06,3242.3,9.9,34.8
4921,1.4,94.96,143.44,1.06,3202.7,10.2,34.5
4922,1.5,91.59,130.5,1.1,3099.7,9.9,35.2
4923,1.1,91.54,140.16,1.07,3502.5,10.2,35.1
4924,1.5,98.95,149.1,1.08,3366.7,9.7,35
4925,1.4,92.41,150.16,1.11,3545.2,10,34.5
4926,1.2,93.97,141.81,1.06,3473.8,9.9,34.8
4927,1.2,99.23,147.97,1.06,3220.3,9.9,34.9
4928,1.5,94.21,147.69,1.05,3328.1,10.2,34.9
4929,1.4,92.7,133.61,1.1,3445.7,9.6,34.9
4930,1.2,95.44,136.26,1.06,3457.2,10.1,35.4
4931,1.1,96.45,140.15,1.09,3245.7,9.7,34.5
4932,1.2,95.34,149.16,1.05,3583.8,9.9,34.9
4933,1.5,94.91,149.95,1.11,3128.8,9.8,34.6
4934,1.4,90.32,140.33,1.1,3444.6,9.6,35
4935,1.1,95.25,136.32,1.09,3460.6,9.7,35.4
4936,1.4,96.12,145.25,1.06,3335.2,9.9,34.6
4937,1.5,95.32,135.49,1.11,3240.5,9.9,35
4938,1.1,92.91,130.6,1.11,3242.8,9.6,34.6
4939,1.1,94.51,132.72,1.11,3413.7,9.5,35.1
4940,1.2,90.32,141.59,1.08,3370.5,10.2,34.6
4941,1,90.51,144.43,1.06,3087.8,10,35.4
4942,1.3,92.72,138.62,1.1,3097.1,9.6,34.9
4943,1.5,94.93,147.27,1.07,3323,10,35.3
4944,1.2,94.72,133.4,1.1,3386,10,35.3
4945,1.1,92.78,143.55,1.08,3579.1,10,35
4946,1.2,97.53,148.97,1.06,3240.4,9.7,35.4
4947,1.4,98.73,130.79,1.06,3118.9,9.8,34.5
4948,1.1,97.59,146.74,1.09,3454.8,9.6,34.8
4949,1.5,99.75,148.12,1.06,3306.4,10,35.4
4950,1,92.55,140.1,1.05,3285,10.2,34.7
4951,1.2,93.83,150.63,1.11,3141.5,9.5,35.4
4952,1.3,96.52,134.54,1.1,3297.2,10,35.4
4953,1.2,98.91,139.81,1.07,3142,9.6,35.3
4954,1.3,98.93,135.96,1.08,3026.9,10.1,35
4955,1.3,97.23,132.93,1.06,3250.1,9.5,34.8
4956,1,92.2,137.41,1.07,3047.3,9.9,34.5
4957,1.1,94.26,139.64,1.07,3214.1,10.2,35.2
4958,1.4,92.5,149.71,1.08,3014.2,9.5,35
4959,1,99.6,144.97,1.08,3595.8,9.7,34.8
4960,1.1,95.8,145.62,1.1,3287.7,10,34.7
4961,1,91.4,141.92,1.1,3108.2,9.9,35.3
4962,1.2,94.31,131.51,1.09,3536.5,9.5,34.6
4963,1.3,99.1,150.62,1.09,3312.8,9.8,34.8
4964,1,93.79,148.99,1.11,3081.7,10.1,35.1
4965,1.5,95.96,141.15,1.1,3306,9.7,34.7
4966,1.4,90.66,138.56,1.11,3486.8,9.7,34.6
4967,1.4,90.99,139.18,1.07,3561.8,10.1,35.3
4968,1,97.17,140.22,1.05,3046.1,9.6,35
4969,1.1,98.18,137.98,1.08,3050.3,9.5,35.3
4970,1.3,90.36,149.16,1.1,3431,10.2,34.7
4971,1.5,91.11,143.5,1.1,3126.4,10,34.5
4972,1.2,96.72,138.42,1.05,3019.3,9.9,34.9
4973,1.5,91.65,141.27,1.1,3256.1,9.7,35.2
4974,1,96.85,149.51,1.05,3340.6,9.7,35.1
4975,1.2,94.11,130.44,1.08,3121.7,10,35.4
4976,1.3,96.74,148.76,1.11,3493.4,9.5,35.4
4977,1.1,90.21,131.91,1.08,3394.4,10,35.4
4978,1.4,91.29,137.52,1.08,3452.5,10,35
4979,1.5,94.68,150.96,1.09,3541.3,9.7,35.1
4980,1.5,92.52,141.99,1.06,3578.5,10.1,34.5
4981,1.5,92.15,147.7,1.06,3104.6,9.5,35.3
4982,1.1,95.96,133.94,1.11,3383.1,9.8,34.7
4983,1.4,92.14,145.95,1.06,3321.6,9.9,35
4984,1.3,91.56,137.11,1.08,3146.4,10.1,35.1
4985,1.5,91.52,134.68,1.1,3164,9.8,34.6
4986,1.3,93.98,145.32,1.08,3205.9,9.8,35.1
4987,1,99.68,143.68,1.06,3413.6,9.9,35
4988,1,99.19,130.13,1.11,3015.2,9.6,34.5
4989,1.3,93.9,131.54,1.07,3569.1,10,34.5
4990,1.4,96.25,130.88,1.07,3300.4,9.7,34.8
4991,1,91.68,141.55,1.05,3179.9,9.7,35.1
4992,1.1,98.3,141.87,1.05,3335.3,9.5,34.5
4993,1.4,97.64,142.29,1.06,3384.3,9.7,35.4
4994,1,99.97,144.67,1.05,3378.1,10,34.7
4995,1.2,99.29,144.32,1.05,3539.4,10.1,35.3
4996,1,90.93,132.95,1.08,3172.9,9.6,34.5
4997,1.1,90.14,147.57,1.09,3314.4,9.9,35.3
4998,1.1,97.2,141.52,1.05,3434.2,9.8,34.7
4999,1,96.39,150.52,1.08,3354.8,9.7,35
5000,1.1,96.73,137.15,1.06,3323.6,10.1,34.8
5001,1,96.86,141.45,1.11,3221.7,9.5,35
5002,1,94.66,141.46,1.05,3562.4,9.5,34.7
5003,1.4,96.25,147.86,1.08,3047.1,9.6,35.3
5004,1.1,97.21,150.3,1.07,3588.7,10.2,35
5005,1.5,94.99,134.34,1.11,3274.3,9.8,34.7
5006,1,99.9,146.76,1.06,3200.7,9.9,35.2
5007,1.4,91.26,130.82,1.08,3291.5,9.6,35
5008,1.4,97.7,137.78,1.09,3209.1,9.5,34.5
5009,1.2,93.51,142.93,1.07,3503.8,9.7,35.3
5010,1.5,92.17,148.47,1.06,3036.9,9.8,35
5011,1.2,96.42,145.28,1.11,3389.3,10.2,35.1
5012,1.2,90.23,142.45,1.06,3525.6,10.1,35.1
5013,1.2,94.1,142.73,1.08,3427.1,9.7,34.5
5014,1.5,95.27,147.24,1.05,3020.3,9.8,35.3
5015,1.1,95.47,130.33,1.1,3538.5,9.5,35.1
5016,1.1,99.75,142.41,1.11,3284.5,9.6,35.3
5017,1.3,96.88,132.77,1.06,3571.8,9.5,34.5
5018,1.2,92.35,141.3,1.1,3373.8,9.7,35.1
5019,1.5,98.63,136.13,1.08,3529.7,9.8,35.1
5020,1.4,98.72,134.59,1.06,3395.4,9.6,35.2
5021,1.2,98.79,150.66,1.05,3087.4,9.6,34.5
5022,1.4,91.87,143.73,1.07,3476.9,9.9,35.3
5023,1.1,99.95,140.44,1.07,3309.3,9.6,34.9
5024,1.5,96.32,143.77,1.1,3326.1,9.8,35.2
5025,1,93.1,137.35,1.1,3024.1,10.2,35.3
5026,1.4,92.55,131.88,1.05,3467.2,9.8,35
5027,1.1,99.9,140.3,1.05,3097.4,10.2,35.3
5028,1.4,93.59,145.72,1.08,3600.5,9.6,35.2
5029,1.3,94.27,145.11,1.05,3087.7,9.5,35
5030,1.4,95.69,146.69,1.1,3109.2,9.5,34.7
5031,1.4,97.27,144.73,1.05,3580.5,9.6,34.6
5032,1.2,96.54,139.47,1.09,3298.1,9.5,34.9
5033,1.1,90.35,142.45,1.11,3289.5,9.5,35.3
5034,1.5,93.41,136.25,1.1,3357.4,10,34.5
5035,1,99.19,131.52,1.08,3100.2,9.7,34.5
5036,1.4,96.78,146.6,1.1,3078.6,9.6,35.1
5037,1,96.68,137.5,1.07,3587.2,9.6,35
5038,1.3,99.88,138.16,1.1,3556.8,9.6,35.3
5039,1.1,94.68,148.26,1.1,3295.7,9.7,34.9
5040,1.4,95.77,131.18,1.1,3101.9,10.1,35.3
5041,1.3,97.19,145.92,1.06,3118.4,9.9,35
5042,1.4,91.97,144.26,1.05,3217.9,9.7,34.8
5043,1.2,96.34,138.64,1.06,3109.3,9.9,34.5
5044,1.5,92.72,140.14,1.11,3254.7,10,34.6
5045,1.1,90.59,142.21,1.09,3101.5,10.2,35.1
5046,1.2,99.6,138.1,1.11,3529.8,9.9,35.2
5047,1.3,98.47,143.51,1.11,3249,9.6,34.7
5048,1.5,90.9,144.36,1.05,3096.4,9.5,34.5
5049,1,95.85,136.19,1.05,3258.1,10,34.8
5050,1.4,93.48,133.12,1.06,3587.7,9.7,35.4
5051,1.4,93.96,139.14,1.1,3363.1,9.5,34.7
5052,1.5,99.16,132.51,1.08,3418.4,10.1,34.8
5053,1.4,97.33,147.18,1.1,3496.6,9.6,35.3
5054,1.3,92.74,144.19,1.05,3053.8,10.2,35.4
5055,1.1,95.21,147.31,1.11,3233.7,9.5,35.2
5056,1.3,99.64,139.53,1.08,3427.9,9.9,34.9
5057,1.3,95.15,130.65,1.1,3033.1,10.1,35.3
5058,1.5,93.97,138.31,1.06,3216.2,9.8,35.2
5059,1.1,91.3,134.21,1.07,3286.7,9.7,34.5
5060,1.4,92.91,142.42,1.08,3351.1,9.9,34.5
5061,1.4,94.87,137.34,1.07,3313.7,9.9,34.6
5062,1.5,96.29,141.46,1.09,3513.9,9.6,34.7
5063,1.1,92.51,133.83,1.08,3445.5,9.7,35.1
5064,1,91.15,137.2,1.1,3356.8,10,35.1
5065,1.2,95.93,136.57,1.07,3514.2,9.7,35
5066,1.4,99.56,138.61,1.09,3450.5,9.6,35
5067,1,92.32,135.59,1.09,3520.2,9.5,35.2
5068,1.3,97.54,133.4,1.05,3015.6,9.7,34.9
5069,1.2,97.31,147.99,1.09,3166.8,9.5,34.8
5070,1.3,91.54,146.96,1.08,3024.4,9.9,34.9
5071,1.3,97.52,136.25,1.09,3174.8,9.9,35.1
5072,1,92.39,148.8,1.08,3226.2,9.8,35
5073,1.5,97.61,148.95,1.08,3272.4,9.6,34.5
5074,1.3,99.44,135.32,1.08,3562.4,10,34.6
5075,1.4,90.11,131.5,1.05,3379.2,9.5,35.2
5076,1.1,91.77,132.66,1.07,3101.1,9.8,35
5077,1.3,90.69,137.84,1.11,3580.6,9.5,34.9
5078,1.4,94.99,146.5,1.05,3411,10.1,34.7
5079,1,92.13,133.32,1.08,3598.9,9.5,34.8
5080,1.2,91.23,139.23,1.08,3255.2,10,34.5
5081,1.2,95.64,131.31,1.1,3324.8,9.5,34.5
5082,1.2,91.8,145.89,1.06,3463.6,9.5,34.7
5083,1.2,90.59,148.38,1.09,3570.2,10,35.2
5084,1.2,91.87,147.82,1.05,3192.3,9.8,34.5
5085,1.1,99.12,138.59,1.09,3198.7,9.5,34.9
5086,1,93.35,145.45,1.06,3004.2,10.2,34.5
5087,1.1,98.41,141.65,1.09,3070.8,9.7,34.9
5088,1.3,97.96,139.2,1.07,3124.2,9.7,34.6
5089,1,90.31,132.87,1.07,3013.2,9.7,34.7
5090,1.2,93.32,142.66,1.06,3529,9.7,35
5091,1.4,94.5,150.42,1.11,3041.8,9.9,35.1
5092,1,94.48,133.86,1.08,3019.9,9.7,35.3
